,id_student,num_of_prev_attempts,studied_credits,module_presentation_length,avg_initial_score,first_eval_score,total_clicks_acum,total_active_days,Cluster,risk_class
12438,2588201,0,60,241,87.0,74.0,1108.0,105.0,0,1
12439,2588201,0,60,241,87.0,74.0,1108.0,105.0,0,1
12440,2591014,0,90,241,0.0,0.0,0.0,0.0,1,0
12441,2598913,0,150,241,66.0,60.0,562.0,34.0,3,0
12442,2602235,0,150,241,20.0,20.0,135.0,9.0,2,0
12443,2602235,0,150,241,20.0,20.0,135.0,9.0,2,0
12444,2602264,0,120,241,90.0,100.0,706.0,60.0,3,1
12445,2602264,0,120,241,90.0,100.0,706.0,60.0,3,1
12446,2603195,0,60,241,50.0,50.0,555.0,44.0,3,1
12447,2603195,0,60,241,50.0,50.0,555.0,44.0,3,1
12448,2604856,0,90,241,0.0,0.0,4.0,2.0,1,0
12449,2604856,0,90,241,0.0,0.0,4.0,2.0,1,0
12450,2605030,0,150,241,0.0,0.0,66.0,3.0,1,0
12451,2607849,0,90,241,79.0,68.0,3683.0,178.0,0,1
12452,2609908,0,90,241,73.0,76.0,489.0,51.0,3,1
12453,2609908,0,90,241,73.0,76.0,489.0,51.0,3,1
12454,2613331,0,30,241,78.0,76.0,2087.0,98.0,0,1
12455,2615849,0,90,241,22.0,22.0,143.0,19.0,2,0
12456,2615849,0,90,241,22.0,22.0,143.0,19.0,2,1
12457,2616950,0,60,241,82.0,94.0,800.0,47.0,0,1
12458,2616950,0,60,241,82.0,94.0,800.0,47.0,0,1
12459,2617635,0,60,241,60.0,60.0,63.0,6.0,2,0
12460,2617635,0,60,241,60.0,60.0,63.0,6.0,2,1
12461,2620636,0,30,241,37.0,50.0,259.0,16.0,3,0
12462,2621379,0,90,241,0.0,0.0,188.0,6.0,2,0
12463,2621734,0,180,241,0.0,0.0,6.0,4.0,1,0
12464,2621734,0,180,241,0.0,0.0,6.0,4.0,1,0
12465,2623263,0,60,241,98.0,96.0,2867.0,169.0,0,1
12466,2623263,0,60,241,98.0,96.0,2867.0,169.0,0,1
12467,2629436,0,60,241,81.0,80.0,1491.0,53.0,0,0
12468,2631547,0,90,241,0.0,0.0,0.0,0.0,1,0
12469,2631703,0,60,241,85.0,90.0,731.0,51.0,3,1
12470,2634238,0,60,241,0.0,0.0,0.0,0.0,1,0
12471,2634238,0,60,241,0.0,0.0,0.0,0.0,1,0
12472,2639310,0,90,241,77.0,74.0,1923.0,109.0,0,1
12473,2639310,0,90,241,77.0,74.0,1923.0,109.0,0,1
12474,2641486,0,30,241,51.0,42.0,440.0,49.0,3,1
12475,2644404,0,30,241,32.0,44.0,882.0,48.0,0,1
12476,2644404,0,30,241,32.0,44.0,882.0,48.0,0,1
12477,2646795,0,120,241,0.0,0.0,81.0,7.0,1,0
12478,2652523,0,120,241,86.5,94.0,296.0,12.0,2,0
12479,2658268,0,30,241,42.0,20.0,580.0,44.0,3,0
12480,2659556,0,30,241,15.0,0.0,444.0,26.0,3,0
12481,2661696,0,60,241,70.0,70.0,129.0,15.0,2,0
12482,2665399,0,30,241,78.0,96.0,2298.0,99.0,0,1
12483,2668550,0,90,241,57.5,90.0,419.0,20.0,3,0
12484,2677969,0,60,241,79.0,70.0,303.0,31.0,3,0
12485,2680742,0,30,241,78.0,86.0,659.0,56.0,3,1
12486,2681198,0,90,241,44.0,40.0,529.0,35.0,3,0
12487,2681198,0,90,241,44.0,40.0,529.0,35.0,3,0
12488,2681198,0,90,241,44.0,40.0,529.0,35.0,3,0
12489,2681198,0,90,241,44.0,40.0,529.0,35.0,3,1
12490,2682834,0,30,241,0.0,0.0,98.0,3.0,2,0
12491,2686074,0,150,241,0.0,0.0,34.0,6.0,1,0
12492,2686074,0,150,241,0.0,0.0,34.0,6.0,1,1
12493,2686578,0,90,241,82.0,94.0,2238.0,104.0,0,1
12494,2686578,0,90,241,82.0,94.0,2238.0,104.0,0,1
12495,2691267,0,90,241,0.0,0.0,0.0,0.0,1,0
12496,2691267,0,90,241,0.0,0.0,0.0,0.0,1,1
12497,2691780,0,120,241,0.0,0.0,0.0,0.0,1,0
12498,2691780,0,120,241,0.0,0.0,0.0,0.0,1,0
12499,2691780,0,120,241,0.0,0.0,0.0,0.0,1,0
12500,2692327,0,60,241,89.0,88.0,2408.0,145.0,0,1
12501,2697181,0,40,241,75.0,80.0,1599.0,106.0,0,1
12502,2698535,0,60,241,30.5,20.0,786.0,34.0,0,0
12503,2698535,0,60,241,30.5,20.0,786.0,34.0,0,1
12504,23698,0,120,269,79.0,80.0,910.0,70.0,0,1
12505,25261,0,60,269,78.0,78.0,997.0,39.0,0,0
12506,27116,0,120,269,92.5,96.0,1847.0,126.0,0,1
12507,28787,0,60,269,66.5,44.0,645.0,59.0,3,1
12508,28952,0,60,269,59.5,67.0,105.0,12.0,2,0
12509,29411,0,150,269,7.0,0.0,329.0,19.0,3,0
12510,29411,0,150,269,7.0,0.0,329.0,19.0,3,1
12511,29420,0,30,269,81.0,62.0,816.0,49.0,0,1
12512,29639,0,30,269,70.5,74.0,6986.0,245.0,0,1
12513,29639,0,30,269,70.5,74.0,6986.0,245.0,0,1
12514,30096,0,60,269,98.0,96.0,714.0,54.0,3,1
12515,30850,0,120,269,100.0,100.0,2258.0,130.0,0,1
12516,31161,0,105,269,94.5,100.0,2932.0,185.0,0,1
12517,34068,0,30,269,82.0,78.0,613.0,55.0,3,0
12518,35355,0,30,269,80.5,89.0,1116.0,64.0,0,0
12519,35355,0,30,269,80.5,89.0,1116.0,64.0,0,1
12520,35508,0,30,269,85.5,82.0,1142.0,69.0,0,1
12521,35508,0,30,269,85.5,82.0,1142.0,69.0,0,1
12522,37652,0,50,269,100.0,100.0,885.0,54.0,0,1
12523,42746,0,60,269,94.5,100.0,2403.0,142.0,0,1
12524,42746,0,60,269,94.5,100.0,2403.0,142.0,0,1
12525,46705,0,60,269,100.0,100.0,1149.0,73.0,0,0
12526,48635,0,120,269,78.0,78.0,592.0,21.0,3,0
12527,48635,0,120,269,78.0,78.0,592.0,21.0,3,1
12528,51576,1,60,269,92.5,89.0,428.0,18.0,3,0
12529,51576,1,60,269,92.5,89.0,428.0,18.0,3,0
12530,51576,1,60,269,92.5,89.0,428.0,18.0,3,1
12531,53300,0,270,269,89.0,100.0,1957.0,124.0,0,1
12532,54062,0,60,269,58.5,67.0,147.0,13.0,2,0
12533,54062,0,60,269,58.5,67.0,147.0,13.0,2,1
12534,60809,0,120,269,73.0,46.0,2519.0,101.0,0,1
12535,60809,0,120,269,73.0,46.0,2519.0,101.0,0,1
12536,61227,0,30,269,75.0,78.0,4642.0,128.0,0,1
12537,61236,0,110,269,56.0,56.0,506.0,57.0,3,0
12538,63371,0,30,269,56.5,46.0,3344.0,145.0,0,1
12539,67685,0,180,269,0.0,0.0,10.0,5.0,1,0
12540,67685,0,180,269,0.0,0.0,10.0,5.0,1,1
12541,69494,1,150,269,31.0,0.0,1448.0,78.0,0,0
12542,69494,1,150,269,31.0,0.0,1448.0,78.0,0,0
12543,70214,0,90,269,33.0,33.0,369.0,18.0,3,0
12544,70214,0,90,269,33.0,33.0,369.0,18.0,3,1
12545,70495,0,60,269,81.0,84.0,1979.0,113.0,0,1
12546,70495,0,60,269,81.0,84.0,1979.0,113.0,0,1
12547,71723,0,30,269,66.0,56.0,486.0,36.0,3,0
12548,71723,0,30,269,66.0,56.0,486.0,36.0,3,0
12549,72609,0,120,269,45.5,24.0,6378.0,208.0,0,0
12550,73664,0,120,269,0.0,0.0,38.0,12.0,1,0
12551,73664,0,120,269,0.0,0.0,38.0,12.0,1,0
12552,74290,1,30,269,10.0,10.0,47.0,13.0,1,0
12553,74290,1,30,269,10.0,10.0,47.0,13.0,1,0
12554,76949,0,30,269,89.5,90.0,1482.0,94.0,0,1
12555,79461,1,60,269,0.0,0.0,0.0,0.0,1,0
12556,79461,1,60,269,0.0,0.0,0.0,0.0,1,0
12557,80243,0,90,269,0.0,0.0,0.0,0.0,1,0
12558,80329,1,90,269,67.0,60.0,3347.0,99.0,0,0
12559,80329,1,90,269,67.0,60.0,3347.0,99.0,0,1
12560,80329,1,90,269,67.0,60.0,3347.0,99.0,0,0
12561,80329,1,90,269,67.0,60.0,3347.0,99.0,0,1
12562,80491,0,115,269,82.0,78.0,330.0,43.0,3,0
12563,80868,0,60,269,57.0,70.0,24139.0,278.0,0,1
12564,80868,0,60,269,57.0,70.0,24139.0,278.0,0,1
12565,88758,1,150,269,0.0,0.0,51.0,4.0,1,0
12566,88758,1,150,269,0.0,0.0,51.0,4.0,1,0
12567,91040,0,90,269,47.5,67.0,446.0,32.0,3,0
12568,94978,0,90,269,71.0,78.0,1234.0,46.0,0,0
12569,96864,0,30,269,0.0,0.0,96.0,10.0,1,0
12570,96874,0,90,269,79.5,67.0,164.0,17.0,2,0
12571,96874,0,90,269,79.5,67.0,164.0,17.0,2,0
12572,100788,1,60,269,98.0,96.0,1261.0,98.0,0,1
12573,100788,1,60,269,98.0,96.0,1261.0,98.0,0,1
12574,101700,0,60,269,0.0,0.0,0.0,0.0,1,0
12575,102209,0,60,269,56.0,56.0,535.0,27.0,3,0
12576,104480,0,120,269,93.5,89.0,203.0,18.0,2,0
12577,105168,0,60,269,83.5,89.0,540.0,35.0,3,0
12578,105168,0,60,269,83.5,89.0,540.0,35.0,3,0
12579,105413,0,100,269,79.5,70.0,963.0,68.0,0,1
12580,107883,0,90,269,93.5,89.0,626.0,29.0,3,0
12581,109577,0,120,269,63.0,26.0,2018.0,59.0,0,0
12582,109577,0,120,269,63.0,26.0,2018.0,59.0,0,1
12583,112454,0,30,269,72.0,66.0,1131.0,83.0,0,1
12584,114367,0,60,269,89.0,78.0,2234.0,131.0,0,1
12585,119310,0,150,269,33.0,33.0,119.0,9.0,2,0
12586,119310,0,150,269,33.0,33.0,119.0,9.0,2,1
12587,120236,0,100,269,46.5,26.0,1281.0,77.0,0,0
12588,123598,1,60,269,82.5,76.0,740.0,64.0,3,0
12589,123598,1,60,269,82.5,76.0,740.0,64.0,3,1
12590,123598,1,60,269,82.5,76.0,740.0,64.0,3,1
12591,124711,0,60,269,44.0,44.0,196.0,17.0,2,0
12592,124711,0,60,269,44.0,44.0,196.0,17.0,2,0
12593,125777,0,30,269,93.5,89.0,438.0,20.0,3,0
12594,126812,0,120,269,52.0,56.0,661.0,37.0,3,0
12595,126812,0,120,269,52.0,56.0,661.0,37.0,3,1
12596,128072,0,120,269,67.0,67.0,153.0,10.0,2,0
12597,128510,1,120,269,77.0,84.0,459.0,63.0,3,0
12598,128510,1,120,269,77.0,84.0,459.0,63.0,3,1
12599,129198,1,60,269,0.0,0.0,20.0,7.0,1,0
12600,129198,1,60,269,0.0,0.0,20.0,7.0,1,0
12601,130671,0,90,269,78.0,78.0,219.0,18.0,2,0
12602,130671,0,90,269,78.0,78.0,219.0,18.0,2,1
12603,131222,0,60,269,71.5,54.0,1839.0,127.0,0,1
12604,131222,0,60,269,71.5,54.0,1839.0,127.0,0,1
12605,131663,1,30,269,0.0,0.0,58.0,5.0,1,0
12606,131933,1,30,269,69.5,46.0,1216.0,33.0,0,0
12607,131933,1,30,269,69.5,46.0,1216.0,33.0,0,1
12608,132423,0,240,269,84.0,78.0,121.0,9.0,2,0
12609,132423,0,240,269,84.0,78.0,121.0,9.0,2,0
12610,133419,0,120,269,89.0,89.0,491.0,19.0,3,0
12611,134190,0,120,269,78.0,78.0,363.0,18.0,3,0
12612,134982,0,120,269,22.0,22.0,44.0,2.0,1,0
12613,134982,0,120,269,22.0,22.0,44.0,2.0,1,1
12614,136335,0,90,269,92.0,100.0,792.0,36.0,3,0
12615,137281,0,180,269,60.5,56.0,1040.0,38.0,0,0
12616,138861,0,90,269,97.0,94.0,818.0,61.0,3,1
12617,138997,0,45,269,43.0,30.0,344.0,53.0,3,0
12618,142092,0,120,269,100.0,100.0,1226.0,51.0,0,1
12619,142092,0,120,269,100.0,100.0,1226.0,51.0,0,1
12620,144745,0,30,269,67.0,56.0,796.0,56.0,0,1
12621,144745,0,30,269,67.0,56.0,796.0,56.0,0,1
12622,145114,0,60,269,50.0,22.0,893.0,42.0,0,0
12623,145114,0,60,269,50.0,22.0,893.0,42.0,0,1
12624,145490,0,180,269,39.0,22.0,1121.0,59.0,0,0
12625,145640,0,60,269,100.0,100.0,1235.0,85.0,0,1
12626,145640,0,60,269,100.0,100.0,1235.0,85.0,0,1
12627,152626,0,120,269,0.0,0.0,455.0,16.0,3,0
12628,152626,0,120,269,0.0,0.0,455.0,16.0,3,1
12629,153788,1,60,269,0.0,0.0,0.0,0.0,1,0
12630,153788,1,60,269,0.0,0.0,0.0,0.0,1,0
12631,153788,1,60,269,0.0,0.0,0.0,0.0,1,0
12632,155298,0,60,269,70.0,62.0,469.0,82.0,3,1
12633,155298,0,60,269,70.0,62.0,469.0,82.0,3,1
12634,155956,0,60,269,39.0,22.0,2175.0,103.0,0,0
12635,157310,1,120,269,0.0,0.0,4.0,1.0,1,0
12636,157310,1,120,269,0.0,0.0,4.0,1.0,1,0
12637,157310,1,120,269,0.0,0.0,4.0,1.0,1,1
12638,157310,1,120,269,0.0,0.0,4.0,1.0,1,0
12639,160536,0,180,269,71.5,54.0,500.0,44.0,3,1
12640,160536,0,180,269,71.5,54.0,500.0,44.0,3,1
12641,161781,0,90,269,50.0,44.0,195.0,19.0,2,0
12642,161781,0,90,269,50.0,44.0,195.0,19.0,2,0
12643,163067,0,60,269,0.0,0.0,68.0,10.0,1,0
12644,163067,0,60,269,0.0,0.0,68.0,10.0,1,1
12645,164968,0,90,269,57.0,36.0,1307.0,87.0,0,0
12646,164968,0,90,269,57.0,36.0,1307.0,87.0,0,1
12647,165647,1,90,269,60.0,40.0,270.0,20.0,2,0
12648,165647,1,90,269,60.0,40.0,270.0,20.0,2,0
12649,165733,1,30,269,62.5,67.0,662.0,33.0,3,0
12650,165733,1,30,269,62.5,67.0,662.0,33.0,3,0
12651,165733,1,30,269,62.5,67.0,662.0,33.0,3,0
12652,169297,0,60,269,74.5,89.0,400.0,25.0,3,0
12653,170030,0,60,269,79.0,80.0,810.0,84.0,3,1
12654,170030,0,60,269,79.0,80.0,810.0,84.0,3,1
12655,171896,1,60,269,43.0,44.0,934.0,37.0,0,0
12656,171896,1,60,269,43.0,44.0,934.0,37.0,0,0
12657,171896,1,60,269,43.0,44.0,934.0,37.0,0,1
12658,175638,0,90,269,65.0,58.0,267.0,32.0,2,0
12659,178072,1,150,269,66.0,62.0,295.0,36.0,2,0
12660,178072,1,150,269,66.0,62.0,295.0,36.0,2,1
12661,181861,0,60,269,71.5,54.0,1812.0,75.0,0,1
12662,182854,0,80,269,61.0,44.0,1552.0,74.0,0,1
12663,185057,0,90,269,22.0,22.0,302.0,17.0,3,0
12664,185057,0,90,269,22.0,22.0,302.0,17.0,3,1
12665,185127,0,60,269,63.0,48.0,394.0,28.0,3,1
12666,185127,0,60,269,63.0,48.0,394.0,28.0,3,1
12667,185451,0,30,269,0.0,0.0,0.0,0.0,1,0
12668,188251,0,30,269,71.5,89.0,603.0,34.0,3,0
12669,188273,0,60,269,85.0,70.0,662.0,38.0,3,1
12670,188273,0,60,269,85.0,70.0,662.0,38.0,3,1
12671,188662,0,60,269,83.5,78.0,944.0,60.0,0,1
12672,188662,0,60,269,83.5,78.0,944.0,60.0,0,1
12673,190780,0,120,269,56.0,56.0,218.0,13.0,2,0
12674,190780,0,120,269,56.0,56.0,218.0,13.0,2,1
12675,196189,0,60,269,73.0,68.0,1102.0,86.0,0,1
12676,199261,0,60,269,63.5,33.0,402.0,11.0,3,0
12677,199361,0,60,269,69.0,38.0,1580.0,64.0,0,0
12678,199361,0,60,269,69.0,38.0,1580.0,64.0,0,1
12679,199760,0,60,269,42.0,28.0,1256.0,33.0,0,0
12680,200372,1,120,269,77.0,56.0,83.0,14.0,2,0
12681,200372,1,120,269,77.0,56.0,83.0,14.0,2,0
12682,201425,0,60,269,55.0,54.0,1263.0,72.0,0,1
12683,205218,0,50,269,0.0,0.0,0.0,0.0,1,0
12684,232072,0,60,269,56.0,56.0,1989.0,51.0,0,0
12685,233444,1,60,269,64.0,50.0,221.0,27.0,2,0
12686,233444,1,60,269,64.0,50.0,221.0,27.0,2,0
12687,234957,0,60,269,0.0,0.0,25.0,15.0,1,0
12688,235121,0,115,269,0.0,0.0,51.0,16.0,1,0
12689,238255,0,30,269,45.5,33.0,219.0,48.0,2,0
12690,240486,0,60,269,51.5,36.0,1286.0,138.0,0,0
12691,240486,0,60,269,51.5,36.0,1286.0,138.0,0,1
12692,242636,0,120,269,0.0,0.0,108.0,6.0,1,0
12693,242636,0,120,269,0.0,0.0,108.0,6.0,1,0
12694,242778,1,30,269,41.0,38.0,669.0,42.0,3,0
12695,242778,1,30,269,41.0,38.0,669.0,42.0,3,0
12696,242778,1,30,269,41.0,38.0,669.0,42.0,3,1
12697,243358,0,90,269,74.0,70.0,721.0,38.0,3,1
12698,244738,0,60,269,88.5,88.0,1966.0,108.0,0,1
12699,244738,0,60,269,88.5,88.0,1966.0,108.0,0,1
12700,245217,1,250,269,50.5,34.0,444.0,37.0,3,0
12701,245217,1,250,269,50.5,34.0,444.0,37.0,3,0
12702,245600,0,120,269,95.0,92.0,680.0,56.0,3,1
12703,246829,0,90,269,68.5,100.0,349.0,38.0,3,0
12704,247304,0,60,269,87.5,89.0,177.0,13.0,2,0
12705,248818,0,60,269,44.0,44.0,127.0,7.0,2,0
12706,248818,0,60,269,44.0,44.0,127.0,7.0,2,1
12707,253013,0,60,269,80.5,72.0,2107.0,103.0,0,1
12708,253496,0,60,269,62.5,67.0,510.0,39.0,3,0
12709,253496,0,60,269,62.5,67.0,510.0,39.0,3,1
12710,256532,1,30,269,0.0,0.0,19.0,2.0,1,0
12711,256532,1,30,269,0.0,0.0,19.0,2.0,1,0
12712,256680,0,60,269,82.5,67.0,282.0,18.0,2,0
12713,256867,0,60,269,69.0,60.0,1339.0,93.0,0,1
12714,256867,0,60,269,69.0,60.0,1339.0,93.0,0,1
12715,257887,0,60,269,97.0,94.0,752.0,67.0,3,1
12716,257887,0,60,269,97.0,94.0,752.0,67.0,3,1
12717,258042,0,30,269,44.0,44.0,281.0,26.0,2,0
12718,258042,0,30,269,44.0,44.0,281.0,26.0,2,1
12719,259641,0,120,269,92.0,84.0,1826.0,105.0,0,1
12720,259641,0,120,269,92.0,84.0,1826.0,105.0,0,1
12721,260062,1,30,269,78.0,78.0,86.0,9.0,2,0
12722,260062,1,30,269,78.0,78.0,86.0,9.0,2,0
12723,260062,1,30,269,78.0,78.0,86.0,9.0,2,1
12724,261160,0,150,269,82.5,89.0,514.0,44.0,3,0
12725,262385,0,60,269,86.0,72.0,1011.0,45.0,0,1
12726,263150,0,60,269,89.0,89.0,151.0,11.0,2,0
12727,264151,0,60,269,59.5,30.0,922.0,67.0,0,0
12728,264715,0,60,269,63.0,48.0,3103.0,121.0,0,1
12729,264723,0,90,269,0.0,0.0,9.0,3.0,1,0
12730,264723,0,90,269,0.0,0.0,9.0,3.0,1,1
12731,264845,0,30,269,36.0,16.0,811.0,61.0,0,0
12732,266097,0,30,269,56.0,56.0,595.0,22.0,3,0
12733,266558,1,30,269,0.0,0.0,13.0,2.0,1,0
12734,266558,1,30,269,0.0,0.0,13.0,2.0,1,0
12735,266558,1,30,269,0.0,0.0,13.0,2.0,1,1
12736,267619,0,90,269,43.5,20.0,2053.0,155.0,0,0
12737,268018,1,60,269,61.5,56.0,280.0,10.0,2,0
12738,268018,1,60,269,61.5,56.0,280.0,10.0,2,0
12739,269388,0,90,269,44.0,32.0,1024.0,45.0,0,0
12740,271526,0,60,269,56.0,56.0,147.0,7.0,2,0
12741,271526,0,60,269,56.0,56.0,147.0,7.0,2,1
12742,275297,0,120,269,100.0,100.0,1422.0,85.0,0,1
12743,275297,0,120,269,100.0,100.0,1422.0,85.0,0,1
12744,275711,0,80,269,52.5,38.0,3753.0,99.0,0,0
12745,275882,0,60,269,0.0,0.0,10.0,2.0,1,0
12746,278413,0,30,269,89.0,89.0,278.0,19.0,2,0
12747,278600,0,90,269,56.0,56.0,91.0,9.0,2,0
12748,279879,0,30,269,52.0,44.0,128.0,8.0,2,0
12749,279883,1,180,269,0.0,0.0,19.0,4.0,1,0
12750,279883,1,180,269,0.0,0.0,19.0,4.0,1,0
12751,279883,1,180,269,0.0,0.0,19.0,4.0,1,0
12752,279883,1,180,269,0.0,0.0,19.0,4.0,1,0
12753,283618,0,30,269,43.0,43.0,578.0,32.0,3,0
12754,283618,0,30,269,43.0,43.0,578.0,32.0,3,1
12755,284095,0,120,269,95.0,90.0,932.0,99.0,0,1
12756,284095,0,120,269,95.0,90.0,932.0,99.0,0,1
12757,284741,0,120,269,0.0,0.0,9.0,2.0,1,0
12758,284741,0,120,269,0.0,0.0,9.0,2.0,1,0
12759,285412,0,60,269,11.0,11.0,306.0,16.0,3,0
12760,285412,0,60,269,11.0,11.0,306.0,16.0,3,1
12761,285637,0,30,269,55.5,67.0,196.0,14.0,2,0
12762,286658,0,90,269,94.5,100.0,3148.0,74.0,0,1
12763,287897,0,120,269,0.0,0.0,4.0,1.0,1,0
12764,287897,0,120,269,0.0,0.0,4.0,1.0,1,0
12765,289397,1,60,269,0.0,0.0,23.0,3.0,1,0
12766,289397,1,60,269,0.0,0.0,23.0,3.0,1,0
12767,289397,1,60,269,0.0,0.0,23.0,3.0,1,1
12768,290043,0,60,269,56.0,56.0,125.0,7.0,2,0
12769,290043,0,60,269,56.0,56.0,125.0,7.0,2,1
12770,291156,0,90,269,66.5,67.0,304.0,25.0,2,0
12771,291674,0,30,269,80.5,72.0,1316.0,61.0,0,1
12772,291674,0,30,269,80.5,72.0,1316.0,61.0,0,1
12773,293162,0,90,269,58.0,60.0,1822.0,144.0,0,1
12774,293321,0,120,269,0.0,0.0,3.0,1.0,1,0
12775,293321,0,120,269,0.0,0.0,3.0,1.0,1,0
12776,293686,0,30,269,80.5,72.0,4471.0,188.0,0,1
12777,293686,0,30,269,80.5,72.0,4471.0,188.0,0,1
12778,294112,0,150,269,88.5,89.0,1042.0,69.0,0,0
12779,294112,0,150,269,88.5,89.0,1042.0,69.0,0,0
12780,296222,0,90,269,0.0,0.0,3.0,1.0,1,0
12781,296222,0,90,269,0.0,0.0,3.0,1.0,1,1
12782,296725,0,210,269,95.0,100.0,413.0,20.0,3,0
12783,297166,0,60,269,51.0,24.0,1158.0,38.0,0,0
12784,298777,0,120,269,0.0,0.0,7.0,2.0,1,0
12785,298777,0,120,269,0.0,0.0,7.0,2.0,1,0
12786,300611,1,30,269,59.5,52.0,459.0,42.0,3,0
12787,300611,1,30,269,59.5,52.0,459.0,42.0,3,1
12788,301681,0,60,269,0.0,0.0,0.0,0.0,1,0
12789,303218,0,60,269,73.0,68.0,1458.0,85.0,0,1
12790,305036,0,60,269,30.5,11.0,223.0,11.0,2,0
12791,305036,0,60,269,30.5,11.0,223.0,11.0,2,1
12792,306202,0,120,269,76.5,64.0,5306.0,93.0,0,1
12793,307297,0,45,269,66.0,78.0,133.0,6.0,2,0
12794,307789,0,120,269,0.0,0.0,0.0,0.0,1,0
12795,308953,0,30,269,44.0,44.0,1174.0,36.0,0,0
12796,310280,1,60,269,60.5,32.0,1164.0,88.0,0,0
12797,310765,0,30,269,88.0,76.0,1009.0,93.0,0,1
12798,311332,0,30,269,73.5,78.0,531.0,20.0,3,0
12799,311862,0,60,269,76.0,74.0,498.0,27.0,3,1
12800,312061,0,60,269,0.0,0.0,1011.0,41.0,0,0
12801,314555,1,120,269,0.0,0.0,0.0,0.0,1,0
12802,314555,1,120,269,0.0,0.0,0.0,0.0,1,0
12803,314956,0,60,269,59.0,40.0,641.0,51.0,3,1
12804,314956,0,60,269,59.0,40.0,641.0,51.0,3,1
12805,316091,0,30,269,40.5,48.0,347.0,32.0,3,1
12806,316454,0,120,269,0.0,0.0,0.0,0.0,1,0
12807,316454,0,120,269,0.0,0.0,0.0,0.0,1,0
12808,317801,0,30,269,47.5,28.0,2241.0,149.0,0,0
12809,317801,0,30,269,47.5,28.0,2241.0,149.0,0,1
12810,319035,0,60,269,0.0,0.0,0.0,0.0,1,0
12811,319492,0,110,269,62.5,67.0,108.0,10.0,2,0
12812,320153,1,30,269,77.0,60.0,0.0,0.0,1,0
12813,320153,1,30,269,77.0,60.0,0.0,0.0,1,0
12814,322499,0,120,269,78.0,78.0,239.0,12.0,2,0
12815,322499,0,120,269,78.0,78.0,239.0,12.0,2,0
12816,322641,0,60,269,70.5,74.0,1309.0,94.0,0,1
12817,322641,0,60,269,70.5,74.0,1309.0,94.0,0,0
12818,322844,0,30,269,19.0,0.0,667.0,49.0,3,0
12819,322907,0,30,269,89.5,89.0,267.0,19.0,2,0
12820,324338,0,120,269,83.0,78.0,218.0,15.0,2,0
12821,324338,0,120,269,83.0,78.0,218.0,15.0,2,0
12822,324440,0,90,269,0.0,0.0,0.0,0.0,1,0
12823,325497,1,60,269,67.0,67.0,93.0,7.0,2,0
12824,325497,1,60,269,67.0,67.0,93.0,7.0,2,0
12825,325497,1,60,269,67.0,67.0,93.0,7.0,2,0
12826,325518,0,60,269,0.0,0.0,132.0,7.0,2,0
12827,325518,0,60,269,0.0,0.0,132.0,7.0,2,0
12828,327057,0,100,269,86.5,84.0,1143.0,67.0,0,1
12829,328123,0,60,269,77.0,78.0,548.0,28.0,3,0
12830,328123,0,60,269,77.0,78.0,548.0,28.0,3,0
12831,328674,0,90,269,0.0,0.0,26.0,2.0,1,0
12832,329455,0,60,269,0.0,0.0,311.0,7.0,3,0
12833,329455,0,60,269,0.0,0.0,311.0,7.0,3,1
12834,330453,0,60,269,73.5,58.0,524.0,44.0,3,1
12835,330952,0,270,269,56.0,56.0,80.0,10.0,1,0
12836,330966,0,30,269,75.5,67.0,224.0,23.0,2,0
12837,331622,0,150,269,0.0,0.0,13.0,3.0,1,0
12838,331622,0,150,269,0.0,0.0,13.0,3.0,1,0
12839,332436,0,60,269,85.5,82.0,2632.0,140.0,0,1
12840,332436,0,60,269,85.5,82.0,2632.0,140.0,0,1
12841,334154,0,30,269,74.0,78.0,176.0,19.0,2,0
12842,334154,0,30,269,74.0,78.0,176.0,19.0,2,1
12843,334225,0,90,269,58.0,60.0,1464.0,63.0,0,1
12844,335401,0,30,269,22.0,22.0,109.0,7.0,2,0
12845,335405,0,60,269,99.0,98.0,2195.0,102.0,0,1
12846,335405,0,60,269,99.0,98.0,2195.0,102.0,0,1
12847,335914,0,30,269,78.0,78.0,98.0,12.0,2,0
12848,336014,0,120,269,83.0,78.0,602.0,55.0,3,0
12849,336014,0,120,269,83.0,78.0,602.0,55.0,3,0
12850,336131,0,60,269,94.0,88.0,6483.0,239.0,0,1
12851,336695,1,60,269,68.0,66.0,901.0,77.0,0,0
12852,336695,1,60,269,68.0,66.0,901.0,77.0,0,1
12853,336772,0,30,269,79.5,70.0,1212.0,145.0,0,1
12854,338731,1,30,269,20.5,22.0,5152.0,127.0,0,0
12855,338731,1,30,269,20.5,22.0,5152.0,127.0,0,0
12856,338983,0,30,269,81.0,78.0,578.0,26.0,3,0
12857,339235,0,90,269,100.0,100.0,519.0,66.0,3,1
12858,339824,0,60,269,62.0,72.0,408.0,33.0,3,0
12859,339824,0,60,269,62.0,72.0,408.0,33.0,3,1
12860,340010,0,30,269,49.0,42.0,1072.0,23.0,0,1
12861,341361,0,60,269,44.0,44.0,238.0,18.0,2,0
12862,341361,0,60,269,44.0,44.0,238.0,18.0,2,1
12863,342799,1,30,269,55.0,54.0,530.0,44.0,3,1
12864,344740,0,90,269,0.0,0.0,127.0,6.0,2,0
12865,344740,0,90,269,0.0,0.0,127.0,6.0,2,1
12866,347809,0,60,269,100.0,100.0,1266.0,92.0,0,1
